firstName,secondName,firstLastName,secondLastName,documentType,documentNumber,userType,merchantName,accountType,accountNumber,entityCode,signer,keyType,keyValue,spbvi,comentario
"""Giovany""","""Mauricio""","""cuellar""","""pena""","""TDI""","""67751331""","""PJ""","""D552""","""CURRENT_ACCOUNT""","""{{randomNumber}}""","""1031""","""{{$randomTDI}}""","""CEL""","""{{7678887876}}""","""TFY""",Crear llave con tipo de llave Número de celular Nacional iniciando con el numero diferente a 3
"""Giovany""","""Mauricio""","""cuellar""","""pena""","""TDI""","""67751331""","""PJ""","""D552""","""CURRENT_ACCOUNT""","""{{randomNumber}}""","""1031""","""{{$randomTDI}}""","""CEL""","""{{7678887.}}""","""TFY""",Crear llave con tipo de llave Número de celular Nacional iniciando con el numero diferente a 3
"""Giovany""","""Mauricio""","""cuellar""","""pena""","""TDI""","""67751331""","""PJ""","""D552""","""CURRENT_ACCOUNT""","""{{randomNumber}}""","""1031""","""{{$randomTDI}}""","""CEL""","""{{7678887.&%}}""","""TFY""",Crear llave con tipo de llave Número de celular Nacional iniciando con el numero 3 y con caracteres especiales
"""Giovany""","""Mauricio""","""cuellar""","""pena""","""TDI""","""67751331""","""PJ""","""D552""","""CURRENT_ACCOUNT""","""{{randomNumber}}""","""1031""","""{{$randomTDI}}""","""CEL""","""{{3102047071}}""","""TFY""",Crear llave con tipo de llave Número de celular Nacional iniciando ya existente
"""Giovany""","""Mauricio""","""cuellar""","""pena""","""TDI""","""67751331""","""PJ""","""D552""","""CURRENT_ACCOUNT""","""{{randomNumber}}""","""1031""","""{{$randomTDI}}""","""EMAIL""",{{kfjlsdjfkldsjfklsdjkfldsjkfsdjk@colombia.com}},"""TFY""",Crear llave con tipo de llave correo electrónico iniciando antes del arroba con mas de 30 caracteres
"""Giovany""","""Mauricio""","""cuellar""","""pena""","""TDI""","""67751331""","""PJ""","""D552""","""CURRENT_ACCOUNT""","""{{randomNumber}}""","""1031""","""{{$randomTDI}}""","""EMAIL""",{{kfjlsdjfkldsjfklsdjkfldsjkfs@KKKKKKKKKKKKKKKKKDDSKD.CLFDKJDFJD}},"""TFY""",Crear llave con tipo de llave correo electrónico con mas de 61 caracteres despues del arroba
"""Giovany""","""Mauricio""","""cuellar""","""pena""","""TDI""","""67751331""","""PJ""","""D552""","""CURRENT_ACCOUNT""","""{{randomNumber}}""","""1031""","""{{$randomTDI}}""","""CEL""",{{@colombia.com}},"""TFY""",Crear llave con tipo de llave correo electrónico iniciando antes del arroba con 0 caracteres
"""Giovany""","""Mauricio""","""cuellar""","""pena""","""TDI""","""67751331""","""PJ""","""D552""","""CURRENT_ACCOUNT""","""{{randomNumber}}""","""1031""","""{{$randomTDI}}""","""CEL""",{{kfjlsdjfkldsjfklsdjkfldsjkkcolombia.com}},"""TFY""",Crear llave con tipo de llave correo electrónico validando el formato con el @
"""Giovany""","""Mauricio""","""cuellar""","""pena""","""TDI""","""67751331""","""PJ""","""D552""","""CURRENT_ACCOUNT""","""{{randomNumber}}""","""1031""","""{{$randomTDI}}""","""ALFANUMERIC""",{{@1234}},"""TFY""",Crear llave con tipo de llave identificador alfanumerico con menos de 5 caracteres
"""Giovany""","""Mauricio""","""cuellar""","""pena""","""TDI""","""67751331""","""PJ""","""D552""","""CURRENT_ACCOUNT""","""{{randomNumber}}""","""1031""","""{{$randomTDI}}""","""ALFANUMERIC""",{{@123456789123456789123}},"""TFY""",Crear llave con tipo de llave identificador alfanumerico con mas de 20 caracteres
"""Giovany""","""Mauricio""","""cuellar""","""pena""","""TDI""","""67751331""","""PJ""","""D552""","""CURRENT_ACCOUNT""","""{{randomNumber}}""","""1031""","""{{$randomTDI}}""","""ALFANUMERIC""",{{1234567891}},"""TFY""",Crear llave con tipo de llave identificador alfanumerico sin el @ 
"""Giovany""","""Mauricio""","""cuellar""","""pena""","""TDI""","""67751331""","""PJ""","""D552""","""CURRENT_ACCOUNT""","""{{randomNumber}}""","""1031""","""{{$randomTDI}}""","""CEL""",{{@123456}},"""TFY""",Crear llave con tipo de llave identificador alfanumerico ya existente
"""Giovany""","""Mauricio""","""cuellar""","""pena""","""TDI""","""67751331""","""PJ""","""D552""","""CURRENT_ACCOUNT""","""{{randomNumber}}""","""1031""","""{{$randomTDI}}""","""MERCHANTID""","""{{3102047071}}""","""TFY""",Crear llave con tipo de llave Código asignado al establecimiento de comercio inciando con valores diferentes a 00
"""Giovany""","""Mauricio""","""cuellar""","""pena""","""TDI""","""67751331""","""PJ""","""D552""","""CURRENT_ACCOUNT""","""{{randomNumber}}""","""1031""","""{{$randomTDI}}""","""MERCHANTID""",{{@3102047071}},"""TFY""",Crear llave con tipo de llave Código asignado al establecimiento de comercio con mas de 10 caracteres y vacio
"""Giovany""","""Mauricio""","""cuellar""","""pena""","""TDI""","""67751331""","""PJ""","""D552""","""CURRENT_ACCOUNT""","""{{randomNumber}}""","""1031""","""{{$randomTDI}}""","""MERCHANTID""","""{{0012345}}""","""TFY""",Crear llave con codigo asignado ya existente
"""Giovany""","""Mauricio""","""cuellar""","""pena""","""TDI""","""67751331""","""PJ""","""D552""","""CURRENT_ACCOUNT""","""{{randomNumber}}""","""1031""","""{{$randomTDI}}""","""MERCHANTID""","""{{0098. }}""","""TFY""",Crear llave con tipo de llave Código asignado al establecimiento de comercio con espacio, punto y letras
